frag,score,size
[1*]Nc1cccc(NC(=O)Cc2cccc3ccccc23)c1,0.4,22
[1*]NC(=O)c1ccsc1NC(=O)c1ccc(S(=O)(=O)N2CCc3ccccc32)cc1,0.4,30
[1*]S(=O)(=O)c1nnc(NC(=O)Cc2cccc3ccccc23)s1,0.4,23
[1*]c1ccc(CS(=O)(=O)c2nnc(NC(=O)Cc3cccc4ccccc34)s2)cc1,0.4,30
[1*]CCC(=O)Nc1cccc(NC(=O)Cc2cccc3ccccc23)c1,0.4,26
[1*]C(=O)c1ccsc1NC(=O)c1ccc(S(=O)(=O)N2CCc3ccccc32)cc1,0.4,29
[1*]C(=O)Nc1nnc(S(=O)(=O)Cc2ccc(Cl)cc2)s1,0.4,20
[1*]/C=C1/C(=O)NN(c2ccc(Cl)c(Cl)c2)C1=O,0.395,17
[1*]C1CCN(C(=O)Cc2ccccc2O)CC1,0.39,17
[1*]Cn1c[nH+]cc1CNc1nccc(-c2cnn(-c3ccccc3C)c2)n1,0.39,27
[1*]c1ccc(Nc2cc(-n3cccn3)ncn2)cc1,0.39,19
[1*]n1c[nH+]cc1CNc1nccc(-c2cnn(-c3ccccc3C)c2)n1,0.39,26
[1*]C(F)COc1ncccc1C(=O)Nc1sc2c(c1C#N)CCCC2,0.39,25
[1*]N1CCC(c2nc(NC3CC3)ncc2-c2cc(C)no2)CC1,0.39,23
[1*]Oc1cccc(C(=O)Nc2ccc(Nc3cc(-n4cccn4)ncn3)cc2)c1,0.39,29
[1*]c1cc(Nc2ccc(NC(=O)c3cccc(OC)c3)cc2)ncn1,0.39,25
[1*]c1nc(NC2CC2)ncc1-c1cc(C)no1,0.39,17
[1*]Oc1ncccc1C(=O)Nc1sc2c(c1C#N)CCCC2,0.39,22
[1*]c1ncc(-c2cc(C)no2)c(C2CCN(C(=O)Cc3ccccc3O)CC2)n1,0.39,29
[1*]CNc1nccc(-c2cnn(-c3ccccc3C)c2)n1,0.39,21
[1*]c1ccc(N2NC(=O)/C(=C\c3cc(OC)c(O)c(OC)c3)C2=O)cc1,0.39,26
[1*]OC(=O)c1c(CC(C)C)csc1NC(=O)Cc1nn(C)c(=O)c2ccccc12,0.39,29
[1*]c1cc(/C=C2\C(=O)NN(c3ccc(Br)cc3)C2=O)cc(OC)c1O,0.39,25
[1*]Oc1cc(/C=C2\C(=O)NN(c3ccc(Br)cc3)C2=O)cc(OC)c1O,0.39,26
[1*]C(C)Cc1csc(NC(=O)Cc2nn(C)c(=O)c3ccccc23)c1C(=O)OC,0.39,29
[1*]c1scc(CC(C)C)c1C(=O)OC,0.39,14
[1*]NC(=O)c1cccc(Nc2cc(-c3cccc(C)c3)ncn2)c1,0.38,24
[1*]c1nnc(S(=O)(=O)Cc2cccc(C)c2)s1,0.38,17
[1*]n1nc(C)c(-c2ccnc(N[C@@H]3CCc4ccccc43)n2)c1C,0.38,24
[1*]Nc1ncc2c(=O)n(Cc3ccco3)c([O-])nc2n1,0.38,20
[1*]C(=O)C1CCC(Cn2c(=S)[nH]c3ccccc3c2=O)CC1,0.38,22
[1*]C(=O)c1cccc(Nc2cc(-c3cccc(C)c3)ncn2)c1,0.38,23
[1*]c1cc(-c2cccc(C)c2)ncn1,0.38,14
[1*][C@@H]1CCC[C@@H](NC(=O)C2CCC(Cn3c(=S)[nH]c4ccccc4c3=O)CC2)[C@@H]1C,0.38,30
[1*]c1c(-c2ccnc(N[C@@H]3CCc4ccccc43)n2)c(C)nn1C,0.38,24
[1*]CC(=O)Nc1nnc(S(=O)(=O)Cc2cccc(C)c2)s1,0.38,21
[1*]n1c([O-])nc2nc(NC3CCCCC3)ncc2c1=O,0.38,20
[1*]C(=O)c1ccc(Cn2c(=O)[nH]c3ccccc3c2=O)cc1,0.375,22
[1*]c1nccc(-c2ccccc2)n1,0.375,13
[1*]c1ccc(S(=O)(=O)Nc2cc(NC(=O)Cc3cccc4ccccc34)ccc2OC)cc1,0.37,33
[1*]c1cc(NC(=O)Cc2cccc3ccccc23)ccc1OC,0.37,23
[1*]c1cccc(Nc2nccc(-c3nnc4nc(-c5ccco5)nn4c3C)n2)c1,0.37,29
[1*]c1nnc(NC(=O)Cc2cccc3ccccc23)s1,0.37,20
[1*]c1c(-c2ccnc(Nc3cccc(Cl)c3)n2)nnc2nc(-c3ccco3)nn12,0.37,29
[1*]C(=O)N[C@H]1CO[C@H]2[C@@H]1OC[C@@H]2Nc1nccc(-c2cccs2)n1,0.36,24
[1*]C(C)(C)C(=O)N[C@H]1CO[C@H]2[C@@H]1OC[C@@H]2Nc1nccc(-c2cccs2)n1,0.36,27
[1*]N[C@H]1CO[C@H]2[C@@H]1OC[C@@H]2Nc1nccc(-c2cccs2)n1,0.36,22
[1*]c1cc2c(cc1[N+](=O)[O-])/C(=C\c1ccc(F)cc1)C(=O)N2,0.36,22
[1*]n1nc(NC(=O)Cc2cccc3ccccc23)c2c1NC(=O)C[C@@H]2c1ccccc1,0.36,31
[1*]CC(=O)Nc1nn(C)c2c1[C@@H](c1ccccc1)CC(=O)N2,0.36,22
[1*]c1ccc(C(=O)Nc2sc3c(c2C#N)CC[C@@H](C)C3)c(F)c1,0.36,23
[1*][C@@H]1CCc2c(sc(NC(=O)c3ccc(F)cc3F)c2C#N)C1,0.36,23
[1*]Cn1c([O-])c(N=O)c2ccccc21,0.36,14
[1*]Oc1ccnc(NC2CCN(c3cccc[nH+]3)CC2)n1,0.36,21
[1*]C(=O)Nc1nonc1-c1ccc(OC)cc1C,0.36,18
[1*]n1c([O-])c(N=O)c2ccccc21,0.36,13
[1*]Oc1ccc(-c2nonc2NC(=O)Cc2cccc3ccccc23)c(C)c1,0.36,28
[1*]c1ccc(/C=C2/C(=O)Nc3cc(Cl)c([N+](=O)[O-])cc32)cc1,0.36,22
[1*]c1cc(OC)ccc1-c1nonc1NC(=O)Cc1cccc2ccccc12,0.36,28
[1*]C(=O)c1cccc(Nc2cc(-c3ccc(F)cc3)ncn2)c1,0.36,23
[1*]Nc1cc(-c2ccc(F)cc2)ncn1,0.36,15
[1*]CCNC(=O)c1cccc(Nc2cc(-c3ccc(F)cc3)ncn2)c1,0.36,26
[1*]C(F)Oc1ccc(-c2ccnc(NC(=O)c3c(C(=O)[O-])cnn3C)n2)cc1,0.36,28
[1*]c1ccc(-c2ccnc(NC(=O)c3c(C(=O)[O-])cnn3C)n2)cc1,0.36,25
[1*]C(=O)Nc1nccc(-c2ccc(OC(F)F)cc2)n1,0.36,20
[1*]c1cccc(C(=O)NCCCC)c1,0.36,14
[1*]c1cc(/C=C2/C(=O)NN(c3ccc(Cl)c(Cl)c3)C2=O)c(Br)cc1OC,0.35,26
[1*]c1ccc(OC(=O)c2ccc(Cl)cc2)cc1,0.35,17
[1*]c1ccnc(N[C@H]2CCCNC2=O)n1,0.35,15
[1*]C(C#N)=Cc1ccc(OC(=O)c2ccc(Cl)cc2)cc1,0.35,21
[1*]N1NC(=O)/C(=C/c2cc(OC)c(OC)cc2Br)C1=O,0.35,20
[1*]c1cc(OC)c(OC)cc1/C=C1/C(=O)NN(c2ccc(Cl)c(Cl)c2)C1=O,0.35,27
[1*]c1cc(N2NC(=O)/C(=C\c3cc(Cl)ccc3O)C2=O)ccc1C,0.35,24
[1*]N1NC(=O)/C(=C\c2cc(Cl)ccc2O)C1=O,0.35,17
[1*]c1ccc(C(=O)Oc2ccc(C=C(C#N)C#N)cc2)cc1,0.35,22
[1*]c1cccc(Nc2ncnc3cc(OC)c(OC)cc23)c1,0.35,22
[1*]Nc1ncnc2cc(OC)c(OC)cc12,0.35,16
[1*]Nc1nccc(-c2ccc(C)nc2C)n1,0.35,16
[1*]c1csc(NC(=O)Cc2ccc(F)cc2)c1C(=O)OC,0.34,21
[1*]c1noc(-c2ccnc(N[C@@H]3CC[NH+](CC4CCCC4)C3)c2)n1,0.34,24
[1*][NH+]1CC[C@@H](Nc2cc(-c3nc(C)no3)ccn2)C1,0.34,19
[1*]OC(=O)c1c(-c2ccccc2)csc1NC(=O)Cc1ccc(F)cc1,0.34,26
[1*]Cc1nc(NC2CC2)ncc1C(=O)N1CCCC1,0.34,19
[1*]COc1ccnc(N[C@H]2CCCN(c3cnn(C)c3)C2)n1,0.34,22
[1*]N1CCC[C@H](Nc2nccc(OCc3ccccc3)n2)C1,0.34,22
[1*]c1cc(C)nc(NS(=O)(=O)c2ccc(NC(=O)Cc3cccc4ccccc34)cc2)n1,0.34,32
[1*]Nc1ncnc2c1c(-c1ccc(C)cc1)nn2C(C)(C)C,0.34,22
[1*]C(C)(C)n1nc(-c2ccc(C)cc2)c2c(NS(=O)(=O)c3ccc(Cl)cc3)ncnc21,0.34,31
[1*]C(=O)NCCc1nc(NC2CC2)ncc1C(=O)N1CCCC1,0.34,23
[1*]n1nc(-c2ccc(C)cc2)c2c(NS(=O)(=O)c3ccc(Cl)cc3)ncnc21,0.34,28
[1*]c1cnc(NC2CC2)nc1CCNC(=O)[C@@H]1CCCO1,0.34,21
[1*]Nc1cccc(C(=O)NC(C)C)c1,0.33499999999999996,14
[1*]CC(=O)NCC(=O)Nc1cc([N+](=O)[O-])ccc1C,0.33,19
[1*]c1cc(N2NC(=O)/C(=C/c3ccco3)C2=O)ccc1Cl,0.33,21
[1*]c1cc(N2NC(=O)/C(=C/c3ccc(F)cc3)C2=O)ccc1C,0.33,23
[1*]c1cccc(Nc2cc(-c3ccc(F)cc3)ncn2)c1,0.33,21
[1*]Oc1cccc(CNC(=O)c2cccc(Nc3cc(-c4ccc(F)cc4)ncn3)c2)c1,0.33,32
[1*]N1NC(=O)/C(=C/c2ccc(F)cc2)C1=O,0.33,16
[1*]c1ccc(/C=C2/C(=O)NN(c3ccc(C)c(C)c3)C2=O)cc1,0.33,23
[1*]n1cc[nH+]c1-c1cccc(NC(=O)Cc2cccc3ccccc23)c1,0.33,26
[1*]NC(=O)c1cccc(Nc2cc(-c3ccc(F)cc3)ncn2)c1,0.33,24
[1*]c1ccc(O)c(/C=C2\C(=O)NN(c3ccc(C)c(C)c3)C2=O)c1,0.32499999999999996,24
[1*]NC(=O)C(=O)N/N=C/c1ccc(-c2cccc([N+](=O)[O-])c2)o1,0.32,23
[1*]C(=O)N1CCc2c(sc(NC(=O)c3ccccc3Br)c2C#N)C1,0.32,24
[1*][C@@H](Cc1ccncc1)Nc1nccc(-c2cnn(-c3cccc(C)c3)c2)n1,0.32,28
[1*]c1ccnc(Nc2ccc(OC)cc2)c1,0.32,16
[1*]c1ccc(Nc2cc(C(=O)[O-])ccn2)cc1,0.32,17
[1*][C@@H](C)Cc1ccncc1,0.32,10
[1*]c1cc(Nc2ccc3c(c2)OCCO3)ncn1,0.32,18
[1*]C(=O)NNC(=O)c1ccsc1NC(=O)c1ccc(S(=O)(=O)N2CCCCCC2)cc1,0.32,31
[1*]c1nc(Nc2nccc(-c3cn(C)nc3C)n2)nc2ccc(OC)cc12,0.32,27
[1*]Nc1sccc1C(=O)NC,0.32,11
[1*]c1cccc(-c2ccc(/C=N/NC(=O)C(=O)Nc3ccc(OC)c(Cl)c3)o2)c1,0.32,29
[1*]Oc1ccc2nc(Nc3nccc(-c4cn(C)nc4C)n3)nc(C)c2c1,0.32,27
[1*]Nc1nccc(-c2cn(C)nc2C)n1,0.32,15
[1*]NC(=O)c1ccsc1NC(=O)Cc1ccc2ccccc2c1,0.32,23
[1*]COc1ccc(/C=C2\SC(=O)NC2=O)cc1OC,0.32,19
[1*]C(=O)c1cccc(/C=C2\C(=O)Nc3ccccc32)c1,0.32,20
[1*]Nc1nccc(-c2cnn(-c3cccc(C)c3)c2)n1,0.32,20
[1*]c1ccc(/C=C2\SC(=O)NC2=O)cc1OC,0.32,17
[1*]S(=O)(=O)Oc1ccc(/C=C2/C(=O)NN(c3ccccc3)C2=O)cc1OCC,0.32,28
[1*]c1cc(Nc2ncnc(Nc3cc(C)ccn3)c2[N+](=O)[O-])ccc1F,0.32,26
[1*]Nc1ncnc(Nc2cc(C)ccn2)c1[N+](=O)[O-],0.32,19
[1*]c1c(Nc2ccc(F)c(Cl)c2)ncnc1Nc1cc(C)ccn1,0.32,24
[1*]c1ccc2ncnc(-c3ccco3)c2c1,0.32,16
[1*]c1ncnc2ccc(/C=C3\SC(=O)NC3=O)cc12,0.32,19
[1*]c1cc(/C=C2/C(=O)NN(c3ccccc3)C2=O)ccc1OS(=O)(=O)c1ccccc1,0.32,31
[1*][C@H]1CN(c2ccc(Nc3cc(C)nc(-c4ccccn4)n3)cc2)CCO1,0.32,27
[1*]/C=N/NC(=O)C(=O)Nc1ccc(OC)c(Cl)c1,0.32,18
[1*]c1nccc(-c2ccc(C)nc2C)n1,0.315,15
[1*]C(=O)c1n[nH]c2ccc(Nc3nccc(OC)n3)cc12,0.31,21
[1*]c1nccc(-c2ccc(F)c(F)c2)n1,0.31,15
[1*]c1ccc(N2C(=O)NC(=O)/C(=C/c3ccc(OC(C)C)c(OC)c3)C2=O)cc1,0.31,29
[1*]c1ccc(/C=C2/C(=O)NC(=O)N(c3ccc(Br)cc3)C2=O)cc1OC,0.31,26
[1*]C(=O)N(C)Cc1cccc2cnccc12,0.31,16
[1*]Oc1ccnc(Nc2ccc3[nH]nc(C(N)=O)c3c2)n1,0.31,21
[1*]C(=O)/C(C#N)=C\c1ccc(O)c(Cl)c1,0.31,15
[1*]c1cccc(C(=O)Nc2sc3c(c2C#N)CCCCC3)c1,0.31,22
[1*]CCC(=O)N(C)Cc1cccc2cnccc12,0.31,18
[1*]Oc1cc(/C=C2/C(=O)NC(=O)N(c3ccc(Br)cc3)C2=O)ccc1OC(C)C,0.31,29
[1*]CC(=O)N(C)Cc1cccc2cnccc12,0.31,17
[1*]n1cc(CNc2nccc(-c3c(C)nn(CC)c3C)n2)cn1,0.31,23
[1*]Nc1ccc(NC(=O)c2cccc(F)c2)cc1,0.31,18
[1*]CCNc1nccc(-c2ccc(F)c(F)c2)n1,0.31,18
[1*]c1cc(CN2CCc3nc(Nc4ccc(F)cc4F)ncc3C2)ccc1OCC,0.31,30
[1*]c1ccc(C=C(C#N)C#N)cc1O,0.31,14
[1*]NC(=O)/C(C#N)=C\c1ccc(O)c(Cl)c1,0.31,16
[1*]c1ccc(/C=C(/C#N)C(=O)NCc2ccccc2)cc1Cl,0.31,22
[1*]c1ccccc1C(=O)NC(=S)Nc1sc2c(c1C#N)CCCC2,0.31,24
[1*]c1nc(SCCS(C)(=O)=O)c2ccccc2n1,0.31,18
[1*]c1cccc(C(=O)Nc2ccc(Nc3ccc(-n4cccn4)nn3)cc2)c1,0.31,28
[1*]C(=S)Nc1sc2c(c1C#N)CCCC2,0.31,15
[1*]N(C)C(=O)c1cnc(-c2cccs2)nc1,0.31,16
[1*]Cn1cc(CNc2nccc(-c3c(C)nn(CC)c3C)n2)cn1,0.31,24
[1*]Nc1ncc2c(n1)CCN(Cc1ccc(OCC)c(OC)c1)C2,0.31,24
[1*]Oc1ccc(C=C(C#N)C#N)cc1O,0.31,15
[1*]C(C#N)=Cc1ccc(OC)c(O)c1,0.31,14
[1*]C(=O)c1cnc(-c2cccs2)nc1,0.31,14
[1*]Oc1cc(CN2CCc3nc(Nc4ccc(F)cc4F)ncc3C2)ccc1OCC,0.31,31
[1*]c1ncc(C(=O)N(C)Cc2cccc3cnccc23)cn1,0.31,22
[1*]N(C)Cc1cccc2cnccc12,0.31,14
[1*]/C=C1\SC(=O)NC1=O,0.305,9
[1*]c1sccc1C(=O)NC,0.305,10
[1*]c1c(C)cccc1NC(=S)NC(=O)Cc1cccc2ccccc12,0.3,25
[1*]c1ccc(Oc2ccnc(N[C@@H]3CCS(=O)(=O)C3)n2)cc1,0.3,22
[1*]Oc1ccnc(N[C@@H]2CCS(=O)(=O)C2)n1,0.3,16
[1*]S(=O)(=O)NC[C@@H](c1ccco1)[NH+](C)C,0.3,15
[1*]c1ccnc(N[C@@H]2CCS(=O)(=O)C2)n1,0.3,15
[1*][C@H](NS(=O)(=O)c1cccc2cnccc12)c1ccccc1,0.3,22
[1*][C@H](C)NS(=O)(=O)c1cccc2cnccc12,0.3,17
[1*]Sc1ccc(-c2ccnc(NCC)n2)cc1,0.3,17
[1*]c1cc(/C=C2\C(=O)NC(=O)N(c3ccc(C)c(C)c3)C2=O)ccc1O,0.3,26
[1*]Nc1cc(-c2ccc(C)cc2)ncn1,0.3,15
[1*]N1NC(=O)/C(=C/c2ccc(Cl)cc2)C1=O,0.3,16
[1*]c1ccc(/C=C2/C(=O)NN(c3ccc(C)cc3)C2=O)cc1,0.3,22
[1*]NC(=O)c1cccc(Nc2cc(-c3ccc(C)cc3)ncn2)c1,0.3,24
[1*]c1ccc(N2C(=O)NC(=O)/C(=C\c3ccc(O)c(Br)c3)C2=O)cc1C,0.3,26
[1*]Nc1nccc(-c2nnc3nc(C)nn3c2C)n1,0.3,19
[1*]c1ccc(/C=C2/C(=O)Nc3ccccc32)cc1,0.3,18
[1*]c1cccc(Nc2nccc(NN)n2)c1,0.3,16
[1*]c1ccnc(Nc2cccc(F)c2)n1,0.3,15
[1*]c1ccc(OS(=O)(=O)c2cccc3cnccc23)cc1,0.3,21
[1*]c1ccc(N2NC(=O)/C(=C\c3cc(Br)ccc3O)C2=O)cc1C,0.3,24
[1*]S(=O)(=O)NCC[NH2+]CCC,0.3,11
[1*]CNc1nccc(-c2ccc(SC(F)F)cc2)n1,0.3,19
[1*]c1ccsc1NC(=O)Cc1ccc(C(C)C)cc1,0.29,19
[1*][C@H](CCCO)NS(=O)(=O)c1cccc2cnccc12,0.29,20
[1*]C(=O)Nc1sccc1C(=O)NC,0.29,13
[1*]N(CC=C)S(=O)(=O)c1cccc2cnccc12,0.29,18
[1*]c1ccc(/C=C2/SC(=S)N(c3cccc(F)c3)C2=O)o1,0.29,21
[1*]N1C(=O)/C(=C\c2ccc(-c3cccc([N+](=O)[O-])c3)o2)SC1=S,0.29,23
[1*][C@@H]1CCc2nc(Nc3ccc(Cl)cc3)ncc2C1,0.29,19
[1*]c1cc(Nc2ccc3[nH]nc(C(N)=O)c3c2)nc(C(C)C)n1,0.29,23
[1*]C(=O)c1n[nH]c2ccc(Nc3cc(C(C)C)nc(C(C)C)n3)cc12,0.29,25
[1*]/C=C1\C(=O)Nc2ccc(Br)cc21,0.29,13
[1*]c1ccc(/C=C2\C(=O)Nc3ccc(Br)cc32)cc1,0.29,19
[1*]CC[C@@H](C)NS(=O)(=O)c1cccc2cnccc12,0.29,19
[1*]c1ccnc(-c2cccc(C)c2)n1,0.29,14
[1*]C[C@@H](C)NS(=O)(=O)c1cccc2cnccc12,0.29,18
[1*]NC(=O)c1cccc(Nc2ccnc(-c3cccc(C)c3)n2)c1,0.29,24
[1*]S(=O)(=O)N(CC=C)CC=C,0.29,11
[1*]CCCCCOc1ccc(/C=C2\SC(=O)NC2=O)cc1,0.29,21
[1*]N1C(=O)NC(=O)/C(=C\c2ccc(O)c(Br)c2)C1=O,0.29,19
[1*]c1cc(/C=C2\C(=O)NC(=O)N(c3ccc(O)cc3)C2=O)ccc1O,0.29,25
[1*]Oc1ccc(/C=C2\SC(=O)NC2=O)c(OC)c1,0.29,18
[1*]c1cc(Cl)cc(N2NC(=O)/C(=C/c3ccc(OCC#C)c(OCC)c3)C2=O)c1,0.29,29
[1*]N1NC(=O)/C(=C/c2ccc(OCC#C)c(OCC)c2)C1=O,0.29,22
[1*]Oc1cc(/C=C2/C(=O)NN(c3cc(Cl)cc(Cl)c3)C2=O)ccc1OCC#C,0.29,28
[1*]Nc1cc(-c2ccccn2)nc(-c2ccccc2)n1,0.29,20
[1*]C1CC[NH+](c2ccc(Nc3cc(-n4ccnc4)ncn3)cc2)CC1,0.29,25
[1*][N+](=O)c1cccc(Nc2ccnc3cc(Br)ccc23)c1,0.29,21
[1*]Nc1ccnc2cc(Br)ccc12,0.29,13
[1*]c1ccc(Nc2cc(-n3ccnc3)ncn2)cc1,0.29,19
[1*]c1ccnc2cc(Br)ccc12,0.29,12
[1*]c1ncnc(Nc2ccc(OC)cc2)c1N,0.29,17
[1*]C(=O)NNC(=O)Nc1ccccc1OC,0.29,16
[1*]c1ccnc(Nc2ncnc(Nc3ccc(OC)cc3)c2N)c1,0.29,24
[1*]C(C)NC(=O)c1cccc(Nc2ccnc(-c3cccc(C)c3)n2)c1,0.29,26
[1*]CN(CC=C)S(=O)(=O)c1cccc2cnccc12,0.29,19
[1*]c1cc(Nc2ccccc2)nc(-c2ccccc2)n1,0.29,20
[1*]COc1ccc(/C=C2\SC(=O)NC2=O)cc1,0.28500000000000003,17
[1*]/C=C1/C(=O)Nc2ccccc21,0.28500000000000003,12
[1*]c1ccc(/C=N/NC(=O)c2cccc([N+](=O)[O-])c2)o1,0.28,20
[1*]c1ccc2c(c1)/C(=C/c1nc3ccccc3c(=O)n1-c1ccc(OC)cc1)C(=O)N2,0.28,31
[1*]C(=O)C1CCC(CNC(=O)Cn2c(=O)[nH]c3ccccc3c2=O)CC1,0.28,26
[1*]c1nc(-c2c[nH]c(C(=O)N3CCCC3)c2)cs1,0.28,18
[1*]CN1C(=O)/C(=C/c2ccc(-c3ccc(C(C)C)cc3)o2)SC1=S,0.28,24
[1*]C(=O)Nc1ccc(-c2ccc3nncn3n2)cc1,0.28,19
[1*]c1cc(-c2csc(-c3cccc(Cl)c3)n2)c[nH]1,0.28,18
[1*]C(=O)c1cc(-c2csc(-c3cccc(Cl)c3)n2)c[nH]1,0.28,20
[1*]C(F)(F)c1ccnc(NCCc2nccc(-c3ccccc3)n2)n1,0.28,25
