frag,score,size
[1*]Cn1nc(NC(C)=O)c2cc3cc(OC)ccc3nc21,0.68,21
[1*]Nc1nn(CC(C)C)c2nc3ccc(OC)cc3cc12,0.68,21
[1*]C(=O)Nc1nn(CC(C)C)c2nc3ccc(OC)cc3cc12,0.68,23
[1*]c1nn(CC(C)C)c2nc3ccc(OC)cc3cc12,0.68,20
[1*]C(C)CC(=O)c1sc(Nc2ccc(OC)cc2)nc1N,0.67,21
[1*]Nc1nc(N)c(C(=O)CC(C)C)s1,0.67,14
[1*]Oc1ccc(Nc2nc(N)c(C(=O)CC(C)C)s2)cc1,0.67,21
[1*]C(=O)C1(Cc2ccccc2Cl)CCN(c2ncnc3[nH]ccc23)CC1,0.66,26
[1*]N1CCC(Cc2ccccc2Cl)(C(=O)[O-])CC1,0.66,18
[1*]Oc1ccccc1C(=O)c1sc(Nc2ccc3c(c2)OCCO3)nc1N,0.65,27
[1*]CC(=O)Nc1n[nH]c2nc(C)ccc12,0.65,15
[1*]c1noc(CCC(=O)Nc2n[nH]c3nc(C)ccc23)n1,0.65,21
[1*]C(=O)CCc1nc(-c2cccc(C)c2)no1,0.65,17
[1*]c1cccc(Nc2ncnc3cc(OC)c(OC)cc23)c1,0.65,22
[1*]Nc1n[nH]c2nc(C)ccc12,0.65,12
[1*]C(=O)c1sc(Nc2ccc3c(c2)OCCO3)nc1N,0.65,20
[1*]Nc1ncnc2cc(OC)c(OC)cc12,0.65,16
[1*]c1nc(=O)c2sccc2[nH]1,0.64,11
[1*]Nc1nc(=O)c2sccc2[nH]1,0.64,12
[1*]Oc1ccc2nc(Nc3nccc(-c4cn(C)nc4C)n3)nc(C)c2c1,0.64,27
[1*]Nc1nccc(-c2cn(C)nc2C)n1,0.64,15
[1*]Nc1nccc(-c2ccccc2)n1,0.64,14
[1*]c1ccnc(Nc2nc(=O)c3sccc3[nH]2)n1,0.64,18
[1*]c1nc(Nc2nccc(-c3cn(C)nc3C)n2)nc2ccc(OC)cc12,0.64,27
[1*]CC[C@]1(CO)CCCN(c2ncnc3[nH]ccc23)C1,0.63,20
[1*]C[C@]1(CO)CCCN(c2ncnc3[nH]ccc23)C1,0.63,19
[1*]C[C@@]1(CCc2ccccc2)CCCN(c2ncnc3[nH]ccc23)C1,0.63,25
[1*]C[C@H]1CCCN(c2ncnc3[nH]ccc23)C1,0.63,17
[1*]c1cnc(N)c(C)c1,0.62,9
[1*]CCNc1cc(-c2ccc3ncnc(N)c3c2)c2cc[nH]c2n1,0.62,24
[1*]c1cc(-c2cc(NCc3ccncc3)nc3[nH]ccc23)cnc1N,0.62,25
[1*]c1ncc(-c2cc(NCc3ccncc3)nc3[nH]ccc23)cc1C,0.62,25
[1*]c1cc(NCc2ccncc2)nc2[nH]ccc12,0.62,18
[1*]C[C@H](O)CN(C)c1ncnc2[nH]ccc12,0.61,16
[1*]c1ccc2[nH]nc(-c3cncc(C#N)c3)c2c1,0.61,18
[1*]COc1c(/C=C2/C(=O)Nc3ccc(Cl)cc32)cccc1OCC,0.61,24
[1*][C@H]1CCCN1c1ncnc2[nH]ccc12,0.61,15
[1*]c1cccc(/C=C2/C(=O)Nc3ccccc32)c1,0.61,18
[1*]c1cncc(-c2n[nH]c3ccc(N)cc23)c1,0.61,17
[1*]N(C)c1ncnc2[nH]ccc12,0.61,12
[1*]CCOc1c(/C=C2/C(=O)Nc3ccc(Cl)cc32)cccc1OCC,0.61,25
[1*]c1nnc(SCc2nc(Cc3ccc(F)cc3)no2)o1,0.6,21
[1*]c1ccc(-c2n[nH]cc2-c2ccncn2)cc1,0.6,18
[1*]SCc1nc(Cc2ccc(F)cc2)no1,0.6,16
[1*]Oc1ccc(-c2n[nH]cc2-c2ccncn2)cc1,0.6,19
[1*]c1noc(CSc2nnc(-c3ccncc3)o2)n1,0.6,19
[1*]c1cccc(-n2ncc3c(N)ncnc32)c1,0.59,17
[1*]c1nn(-c2ccc(F)cc2)cc1-c1ccnc(NCc2ccccc2)n1,0.59,27
[1*]c1ccnc(NCc2ccccc2)n1,0.59,15
[1*]n1cc(-c2ccnc(NCc3ccccc3)n2)c(C)n1,0.59,21
[1*]c1cn(-c2ccc(F)cc2)nc1C,0.59,14
[1*]/N=C1/NC(=O)/C(=C/c2ccc(N(C)C)cc2)S1,0.59,18
[1*]N(C)c1ccc(/C=C2\S/C(=N\c3ccc(OC)cc3)NC2=O)cc1,0.59,25
[1*]C(=O)COc1ccc(Br)cc1/C=C1\C(=O)Nc2ccc(Br)cc21,0.58,24
[1*]Oc1ccc(Br)cc1/C=C1\C(=O)Nc2ccc(Br)cc21,0.58,21
[1*]S(=O)(=O)[N-]c1nc(-c2cc(C)oc2C)cs1,0.58,17
[1*][N-]c1nc(-c2cc(C)oc2C)cs1,0.58,14
[1*]c1ccc2c(c1)/C(=C/c1cc(Br)ccc1OCC(=O)[O-])C(=O)N2,0.58,24
[1*]c1cc(/C=C2/SC(=N)NC2=O)ccc1O,0.57,16
[1*]c1ccc2[nH]nc(NC(=O)CCC=C)c2c1,0.57,17
[1*]Cn1cc(CNc2nccc(-c3c(C)nn(CC)c3C)n2)cn1,0.57,24
[1*]c1cccc([N-]S(=O)(=O)c2c[nH]c3ncccc23)c1,0.57,20
[1*]SCc1csc(Br)c1,0.57,9
[1*]c1ccc(/C=C2/SC(=N)NC2=O)cc1O,0.57,16
[1*]n1cc(CNc2nccc(-c3c(C)nn(CC)c3C)n2)cn1,0.57,23
[1*]/C=C1/C(=O)Nc2ccccc21,0.565,12
[1*]c1ncnc2[nH]ccc12,0.56125,10
[1*]c1ccc2c(c1)Nc1c(O)cccc1NC2=O,0.56,18
[1*]c1cccc2c1Nc1cc(Cl)ccc1C(=O)N2,0.56,18
[1*]c1ccc(/C=C2\S/C(=N/c3ccc(F)cc3)NC2=O)o1,0.56,21
[1*][C@@H](C)Cc1ccncc1,0.56,10
[1*]CC[NH+]1CCC[C@@H](c2ccnc(Nc3cnccn3)n2)C1,0.56,22
[1*]Nc1nccc([C@@H]2CCC[NH+](CCO)C2)n1,0.56,17
[1*][C@@H](Cc1ccncc1)Nc1nccc(-c2cnn(-c3cccc(C)c3)c2)n1,0.56,28
[1*]Nc1nccc(-c2cnn(-c3cccc(C)c3)c2)n1,0.56,20
[1*]c1ccc(/N=C2\NC(=O)/C(=C/c3ccc(N4CCCC4)o3)S2)cc1,0.56,25
[1*]c1ccc2[nH]nc(NC(=O)[C@H]3COCCO3)c2c1,0.56,19
[1*]C[NH+]1CCC[C@@H](c2ccnc(Nc3cnccn3)n2)C1,0.56,21
[1*][C@H]1CCCN(c2ncnc3[nH]ccc23)C1,0.5549999999999999,16
[1*]NC(=O)[C@@H]1CCN(C(=O)CC)C1,0.55,13
[1*]C1=C(c2ccc(C(C)(C)C)cc2)C(=O)NC1=O,0.55,18
[1*]c1ccc(/C=C2\C(=O)NN(c3cccc(Cl)c3)C2=O)cc1[N+](=O)[O-],0.55,25
[1*]C(C)(C)c1ccc(C2=C(OC)C(=O)NC2=O)cc1,0.55,19
[1*]c1ocnc1C(=O)NCc1cccc(Br)c1,0.55,17
[1*]c1ccnc(Nc2ccc(N(C)C)[nH+]c2)n1,0.55,17
[1*]c1n[nH]c2nc(C)ccc12,0.55,11
[1*]c1cccc(CNC(=O)c2ncoc2-c2cccc(OC)c2)c1,0.55,24
[1*]c1ccccc1-c1cc(C(=O)Nc2n[nH]c3nc(C)ccc23)on1,0.55,25
[1*]c1cc(/C=C2\C(=O)NN(c3cccc(Cl)c3)C2=O)ccc1O,0.55,23
[1*]N1NC(=O)/C(=C\c2ccc(O)c([N+](=O)[O-])c2)C1=O,0.55,19
[1*]c1ccc2[nH]nc(NC(=O)[C@@H]3CCN(C(=O)CC)C3)c2c1,0.55,22
[1*]c1ncoc1-c1cccc(OC)c1,0.55,14
[1*][N+](=O)c1ccc2[nH]nc(NC(=O)[C@@H]3CCN(C(=O)CC)C3)c2c1,0.55,24
[1*]NC(=O)c1cc(-c2ccccc2Cl)no1,0.55,16
[1*]Oc1ccnc(Nc2ccc3[nH]nc(C(N)=O)c3c2)n1,0.54,21
[1*]c1nn(C)cc1-c1ccnc(NCc2ccon2)n1,0.54,20
[1*]C(=O)c1n[nH]c2ccc(Nc3nccc(OC)n3)cc12,0.54,21
[1*]c1ccnc(NCc2ccon2)n1,0.54,14
[1*]c1c(-c2ccnc(N[C@@H]3CCc4ccccc43)n2)c(C)nn1C,0.54,24
[1*]c1nccc(-c2cn(C)nc2C)n1,0.54,14
[1*]c1nn(C)c(C)c1-c1ccnc(NCc2ccc3nonc3c2)n1,0.54,25
[1*]CNc1nccc(-c2c(C)nn(C)c2C)n1,0.54,17
[1*]n1nc(C)c(-c2ccnc(N[C@@H]3CCc4ccccc43)n2)c1C,0.54,24
[1*]c1cc(CN2CCc3nc(Nc4ccc5c(c4)OCCO5)ncc3C2)ccc1Cl,0.54,30
[1*][N+](=O)c1cnc(NC(=O)CCC(=O)[O-])s1,0.53,16
[1*]c1ccc2[nH]nc(NC(=O)[C@H]3CC(=O)N(CC4CC4)C3)c2c1,0.53,23
[1*]c1nccc(-c2cc(NCCOC)nc3[nH]ccc23)n1,0.53,21
[1*]c1nccc(-c2ccc(F)c(F)c2)n1,0.53,15
[1*]CCNc1nccc(-c2ccc(F)c(F)c2)n1,0.53,18
[1*]Nc1cc(-c2ccnc(N)n2)c2cc[nH]c2n1,0.53,18
[1*]c1cc(NCCOC)nc2[nH]ccc12,0.53,15
[1*]CCC(=O)Nc1ncc([N+](=O)[O-])s1,0.53,14
[1*][N+](=O)c1ccc2[nH]nc(NC(=O)CO[C@H]3CCC[C@@H](C)C3)c2c1,0.53,24
[1*]C(=O)CCC(=O)Nc1ncc([N+](=O)[O-])s1,0.53,16
[1*]CC(=O)Nc1n[nH]c2ccc([N+](=O)[O-])cc12,0.5280000000000001,17
[1*][C@H](C)C(=O)NCC(=O)Nc1n[nH]c2ccc([N+](=O)[O-])cc12,0.52,22
[1*]c1c[nH]c([C@@H]2CCCN(c3ncnc4[nH]cnc34)C2)[nH+]1,0.52,21
[1*]c1ccc(Cl)c(-c2ccc(/C=C3\SC(=O)NC3=O)o2)c1,0.52,21
[1*]c1ccc(/C=C2\SC(=O)NC2=O)o1,0.52,14
[1*][N+](=O)c1ccc2[nH]nc(NC(=O)CNC(=O)[C@@H](C)CC)c2c1,0.52,23
[1*]C[C@H](C)Nc1ncnc2[nH]ccc12,0.52,14
[1*]N1CCC[C@@H](c2[nH]cc(-c3ccccc3)[nH+]2)C1,0.52,18
[1*][N+](=O)c1ccc2[nH]nc(NC(=O)CCn3cncn3)c2c1,0.52,22
[1*]CC(=O)c1sc(Nc2cccc(C(=O)OC)c2)nc1N,0.52,21
[1*][N+](=O)c1ccc2[nH]nc(NC(=O)CCn3cnc4ccccc43)c2c1,0.52,26
[1*]c1ccnc(N[C@H]2CCCNC2=O)n1,0.52,15
[1*]c1sc(Nc2cccc(C(=O)OC)c2)nc1N,0.52,18
[1*]c1cncc(-c2ccnc3[nH]ccc23)c1,0.52,16
[1*]Nc1nccc(-c2ccc(C)nc2C)n1,0.52,16
[1*]c1cccc(Nc2nc(N)c(C(=O)CC(C)C)s2)c1,0.52,20
[1*]c1ccc(/C=C2/C(=O)Nc3ccccc32)cc1,0.52,18
[1*]C(=O)Cc1c[nH]c2ncccc12,0.52,13
[1*]c1nnc(SCC2=[NH+][C@@H](N)N/C(=N\c3ccccc3)N2)o1,0.51,22
[1*]c1c(F)cccc1CN1CC[C@@H](c2nc(-c3ccncc3)cc(=O)[nH]2)C1,0.51,27
[1*]c1cccc(CN2CC[C@@H](c3nc(-c4ccncc4)cc(=O)[nH]3)C2)c1F,0.51,27
[1*]C1(C)OC(=O)C(=C2C(=O)Nc3ccc(C)cc32)C(=O)O1,0.51,21
[1*]C(C)c1nnc(NC(=O)c2cnn3c(-c4ccccc4)ccnc23)s1,0.51,26
[1*]c1ccc2c(c1)C(=C1C(=O)OC(C)(C)OC1=O)C(=O)N2,0.51,21
[1*]NCCOCc1ccc(Cl)cc1,0.51,13
[1*][C@H](NC(=O)c1ncoc1-c1ccc2ccccc2c1)c1cccnc1,0.51,26
[1*]SCC1=[NH+][C@@H](N)N/C(=N\c2ccccc2)N1,0.51,17
[1*][N+](=O)c1ccc2[nH]nc(NC(=O)[C@H]3C[C@H]3c3cc(F)ccc3F)c2c1,0.51,26
[1*]c1ccnc(NCCOCc2ccc(Cl)cc2)n1,0.51,19
[1*]/N=C1/NC(CSc2nnc(-c3ccncc3)o2)=[NH+][C@@H](N)N1,0.51,22
[1*]/N=C1/NC(=O)/C(=C/c2cc(OC)c(OC)cc2[N+](=O)[O-])S1,0.51,22
[1*]NC(=O)[C@H]1C[C@H]1c1cc(F)ccc1F,0.51,15
[1*]CN1CC[C@@H](c2nc(-c3ccncc3)cc(=O)[nH]2)C1,0.51,20
[1*]c1nccc(-c2ccccc2)n1,0.51,13
[1*]c1ccc2[nH]nc(NC(=O)CCc3cccc(F)c3)c2c1,0.51,22
[1*]O[C@H](C)C(=O)N[C@H](C)c1ccc(-c2ccncc2)cc1,0.51,21
[1*]c1cc([N+](=O)[O-])c(/C=C2\S/C(=N\c3cc(C)cc(C)c3)NC2=O)cc1OC,0.51,28
[1*]c1ncoc1-c1ccc2ccccc2c1,0.51,16
[1*]c1ccc([C@H](C)NC(=O)c2ccc(C(=O)OC)cn2)cc1,0.5,22
[1*]c1cccc(CNc2cncc(-c3nncn3C)c2)c1,0.5,21
[1*]CNC(=O)c1ncoc1-c1ccc(OC)cc1,0.5,18
[1*]c1ccc(C(=O)N[C@@H](C)c2ccc(-c3ccncc3)cc2)nc1,0.5,24
[1*]c1ccccc1/N=C1/NC(=O)/C(=C/c2ccc(N(C)C)cc2)S1,0.5,24
[1*]C(C)CC(=O)c1sc(Nc2ccc(OC)c(OC)c2)nc1N,0.5,23
[1*]C(=O)c1ccc(C(=O)N[C@@H](C)c2ccc(-c3ccncc3)cc2)nc1,0.5,26
[1*]CCNC(=O)c1ncoc1-c1ccc(OC)cc1,0.5,19
[1*]c1ccc(-c2ocnc2C(=O)NCCCn2ccnc2)cc1,0.5,23
[1*]c1ncnc2sc3c(c12)CCN(C(=O)[C@@H]1C[C@H]1C)C3,0.5,20
[1*]c1cc([C@H]2OCC[C@@H]2Nc2ncnc3[nH]cnc23)ccc1Cl,0.5,23
[1*][C@@H]1CCCN(c2ncnc3[nH]ccc23)C1,0.5,16
[1*]C1=NN=C[C@H]1[C@@H]1N=C2C=NN(Cc3ccncc3)[C@@H]2N1,0.5,21
[1*]c1ccc(C2=NN=C[C@H]2[C@@H]2N=C3C=NN(Cc4ccncc4)[C@@H]3N2)cc1,0.5,27
[1*]c1ccc(/C=C2\S/C(=N\c3ccccc3OC)NC2=O)cc1,0.5,23
[1*]c1[nH]c(CNc2nc(N)c(C)c[nH+]2)nc1-c1ccc(C)cc1,0.5,23
[1*]c1c(C)cccc1-c1ccnc(NCC)n1,0.5,17
[1*]c1cccc(-c2ccnc(NCC)n2)c1C,0.5,17
[1*]C(=O)Nc1nccc(-c2ccc(OC(F)F)cc2)n1,0.5,20
[1*]c1c(F)cc(C[NH+]2CCC(c3c[nH]c4ncccc34)CC2)cc1F,0.5,25
[1*]c1c[nH+]c(NCc2nc(-c3ccc(C)cc3)c(-c3ccccn3)[nH]2)nc1N,0.5,28
[1*]Oc1ccccc1/N=C1/NC(=O)/C(=C/c2ccc(N(C)C)cc2)S1,0.5,25
[1*]C(=O)c1cccc(/C=C2\C(=O)Nc3ccccc32)c1,0.5,20
[1*]c1nc(CNc2nc(N)c(C)c[nH+]2)[nH]c1-c1ccccn1,0.5,22
[1*]CC(=O)c1sc(Nc2ccc(OC)c(OC)c2)nc1N,0.5,21
[1*]Cc1ccccc1Nc1nc(N)c(C(=O)CC(C)C)s1,0.5,21
[1*]c1ccc(-c2ccnc(NC(=O)c3c(C(=O)[O-])cnn3C)n2)cc1,0.5,25
[1*]Oc1cc(Nc2nc(N)c(C(=O)CC(C)C)s2)ccc1OC,0.5,23
[1*]C(F)Oc1ccc(-c2ccnc(NC(=O)c3c(C(=O)[O-])cnn3C)n2)cc1,0.5,28
[1*]C(=O)c1sc(Nc2ccccc2CC)nc1N,0.5,18
[1*]CN1N=CC2=N[C@@H]([C@@H]3C=NN=C3c3ccc(F)cc3)N[C@H]21,0.5,22
[1*]c1nc(N)c(C(=O)CC(C)C)s1,0.5,13
[1*]c1ccnc(NCC)n1,0.5,10
[1*]CNc1nccc(-c2cnn(-c3ccccc3C)c2)n1,0.49,21
[1*]/C=C1\C(=O)Nc2ccc(C)cc21,0.49,13
[1*]c1ccc(Nc2ncnc3[nH]cnc23)cc1,0.49,17
[1*]c1ccc2c(c1)/C(=C/c1nc3ccccc3c(=O)n1-c1ccc(OC)cc1)C(=O)N2,0.49,31
[1*]c1ccc2c(c1)NC(=O)/C(=C/c1cccc(Cl)c1)S2,0.49,20
[1*]c1ccc2[nH]nc(NC(=O)[C@@H]3CC3(Cl)Cl)c2c1,0.49,18
[1*]c1cccc(/C=C2\Sc3ccc(C(=O)NCCCOC)cc3NC2=O)c1,0.49,27
[1*]CCCNC(=O)c1ccc2c(c1)NC(=O)/C(=C/c1cccc(Cl)c1)S2,0.49,26
[1*]c1ccc2[nH]c(-c3ccc(NC(=O)c4cnccn4)cc3)nc2c1,0.49,25
[1*][C@H]1CCC[NH+](Cc2cn(C)nc2-c2ccncc2)C1,0.49,20
[1*][N+](=O)c1ccc2[nH]nc(NC(=O)c3cnc4[nH]nc(C)c4c3)c2c1,0.49,25
[1*]c1nn(C)cc1C[NH+]1CCC[C@H](c2cn[nH]c2)C1,0.49,19
[1*]Oc1ccc(-n2c(/C=C3\C(=O)Nc4ccc(C)cc43)nc3ccccc3c2=O)cc1,0.49,31
[1*]c1cc(/C=C2\C(=O)Nc3cc(Cl)ccc32)cc2c1OCCO2,0.49,23
[1*]Oc1cc(/C=C2\C(=O)Nc3cc(Cl)ccc32)cc2c1OCCO2,0.49,24
[1*]Nc1ncnc2[nH]ccc12,0.49,11
[1*]C(=O)Nc1ccc(-c2nc3cc(Cl)ccc3[nH]2)cc1,0.49,20
[1*][C@H](Cc1ccccc1)Nc1ncnc2[nH]ccc12,0.49,19
[1*]CSc1nnc(-c2cc(OC)cc(OC)c2)o1,0.49,18
[1*]Cn1c[nH+]cc1CNc1nccc(-c2cnn(-c3ccccc3C)c2)n1,0.49,27
[1*]C1(Cl)C[C@H]1C(=O)Nc1n[nH]c2ccc([N+](=O)[O-])cc12,0.49,20
[1*]Oc1cc(OC)cc(-c2nnc(SCc3cccc(C)c3)o2)c1,0.49,24
[1*]c1ccc2c(c1)NC(=O)/C2=C\c1cc(OC)c2c(c1)OCCO2,0.49,24
[1*]n1c[nH+]cc1CNc1nccc(-c2cnn(-c3ccccc3C)c2)n1,0.49,26
[1*]Nc1n[nH]c2ccc([N+](=O)[O-])cc12,0.4881818181818183,14
[1*][NH+](C)[C@@H]1CC[C@H](NC(=O)C(=O)Nc2cc(-c3ccncc3)ccc2C)C1,0.48,27
[1*][C@@H](NC(=O)Nc1ccc([N+](=O)[O-])cc1)c1ccc(-c2ccncc2)cc1,0.48,27
[1*]NC(=O)N[C@H](C)c1ccc(-c2ccncc2)cc1,0.48,19
[1*]Oc1ccc(C(=O)[C@H]2CCCN(c3ncnc4[nH]ccc34)C2)c(OC)c1,0.48,27
[1*][NH+]1CCC(c2c[nH]c3ncccc23)CC1,0.48,16
[1*]CNc1nccc(-c2ccc(SC(F)F)cc2)n1,0.48,19
[1*]c1ccc(-c2ccncc2)cc1NC(=O)C(=O)N[C@H]1CC[C@@H]([NH+](C)C)C1,0.48,27
[1*]CN1CCc2nc(Nc3ccc4c(c3)OCCO4)ncc2C1,0.48,23
[1*]c1ccnc(NCCC)n1,0.48,11
[1*]Sc1ccc(-c2ccnc(NCC)n2)cc1,0.48,17
[1*]c1cc(NCC[NH+](C)C)nc2[nH]ccc12,0.48,16
[1*]N1CCC[C@H](C(=O)c2ccc(OC)cc2OC)C1,0.48,19
[1*]N1CCc2nc(Nc3ccc4c(c3)OCCO4)ncc2C1,0.48,22
[1*]C[NH+]1CCC(c2c[nH]c3ncccc23)CC1,0.48,17
[1*]Nc1nccc(-c2cccc3ccccc23)n1,0.48,18
[1*]c1cnc([N-]S(=O)(=O)c2c[nH]c3ncccc23)s1,0.48,19
[1*]c1ccc(/C=C2/C(=O)Nc3cc(Cl)c([N+](=O)[O-])cc32)cc1,0.48,22
[1*][C@H](C)CC(=O)Nc1n[nH]c2ccc([N+](=O)[O-])cc12,0.48,19
[1*][C@H](CC(=O)Nc1n[nH]c2ccc([N+](=O)[O-])cc12)c1ccccc1OC,0.48,26
[1*]/C=C1\S/C(=N\C2CCCC2)NC1=O,0.48,14
[1*]CC(=O)c1sc(Nc2cccc(SC)c2)nc1N,0.48,19
[1*]C(=O)c1sc(Nc2cccc(SC)c2)nc1N,0.48,18
[1*]/N=C1/NC(=O)/C(=C/c2ccc(OC)c(OC(F)F)c2)S1,0.48,21
[1*]C(F)Oc1cc(/C=C2\S/C(=N\C3CCCC3)NC2=O)ccc1OC,0.48,25
[1*]Nc1nc(N)c(C(=O)CC)s1,0.48,12
[1*]S(=O)(=O)[N-]c1ncc(-c2ccccc2)s1,0.48,16
[1*]c1cc2c(cc1[N+](=O)[O-])/C(=C\c1ccc(F)cc1)C(=O)N2,0.48,22
[1*]CCNc1nccc(-c2cccc3ccccc23)n1,0.48,20
